"arquivo","data","distribuidora_r_mil","periodo","referencia","divida_liquida_regulatorios","ebitda_ajst","qrr","fluxo_do_acionista","brl_ajustada_ipca","percent_div_reg_x_brl","dlr_ebitda_ajst_qrr","ebitda_ajst_vpb_reg","pmso_ajustado_pmso_regulatorio","capex_u4_5a","qrr_u4_5a","ebit_ajst_ebit_reg_brl","setoriais_constituicao_ebitda_reg","fluxo_acionista_brl_x_cap_proprio","perdas_realizadas","dgc","perdas_regulatorias","mercado_cagr_u5a","n_cagr_u5a"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"Dmed",201112,"Dmed201112","-88997.68336000001",14714.69392,6524.69727700746,"0",153762.362110241,"84066.226418231832","Cxa Líq",0.352137324715615,1.46803035662472,NA,"0",-0.0172178110589049,NA,"0 / +","4.9752073086972139E-2","0.46777777777777774","5.3860216632687856E-2","2.677710043256587E-2","2.6342258118568829E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"Dmed",201212,"Dmed201212","-94558.107979999986",10234.6046,6154.75435962383,"780",168890.120700552,"92916.544607831354","Cxa Líq",0.297568602639298,1.70128580925542,NA,"27528.601962687801",-0.00591309178703032,"0","1.026672746124346E-2","5.1199682959797793E-2","0.41062500000000002","5.232295052827296E-2","4.5894158062162349E-2","2.7601841291566398E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"Dmed",201312,"Dmed201312","-125485.03702",14355.44772,6390.00938424722,"780",177507.446914549,"97780.94946744616","Cxa Líq",0.401865981162771,1.62024271326595,NA,"27960.058572969578",-0.0122493869804945,NA,"9.7834474732509235E-3","4.8315420214401439E-2","0.47687499999999999","4.9862193404554223E-2","4.3141403705420744E-2","2.8376848362115625E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"Dmed",201412,"Dmed201412","-102825.18846999999",438.798469999998,6831.47182854238,"4294",188196.491094217,"103623.56977383887","Flx Neg",0.0114928125367428,2.54127214505755,"47085.927315383939","28287.770417500065",-0.0905158474497398,NA,"5.077275247160401E-2","4.6264916335948224E-2","0.29625000000000001","4.7407139171079887E-2","4.6199268115526326E-2","2.6915928103231401E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"Dmed",201512,"Dmed201512","-96868.433120000016",12450.5411577,7681.52156436923,"21613",184094.144837839,"99971.980962998015","Cxa Líq",0.300977269088109,1.90693054905802,"57190.053800791444","29493.252763590095",-0.0431256816439815,NA,"0.25692396634204839","4.4243320667420101E-2","0.14453642384105961","4.6939597842876692E-2","1.9290952869952083E-2","2.3813666390168908E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"Dmed",201612,"Dmed201612","-63673.913170000007",4727.2874415,10080.0053124342,"26845",117537.488913361,"57269.521742402765","Flx Neg",0.0998713476530279,2.27815130366605,"80430.464332785385","42721.081241106687",-0.154796639994831,"-0.34814363491567729","0.44542733495308229","6.6737191568216184E-2","0.35464688328912464","4.4899496615045838E-2","1.1530786426908746E-2","1.9495652159730037E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"Dmed",201703,"Dmed201703","-63051.82751",7047.8916645,10185.5697844719,NA,119727.239981286,NA,"Flx Neg",0.147301312173596,0.447918656684277,NA,NA,-0.0893695876369811,NA,NA,NA,NA,NA,"1.4594267341246026E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"Dmed",201706,"Dmed201706","-62711.102319999991",7698.9170107,10319.9950487043,NA,122263.028227122,NA,"Cxa Líq",0.417797916302336,2.31341552360323,NA,NA,-0.0240885718210759,NA,NA,NA,NA,NA,"1.4594267341246026E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"Dmed",201709,"Dmed201709","-69024.967680000002",28612.8230042,10455.8975136425,NA,124826.682277857,NA,"Cxa Líq",0.582137865805377,2.40438804172664,NA,NA,0.0420854479187515,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"Dmed",201712,"Dmed201712","-81935.895720000015",13254.5052578,10535.3320386422,"3646",126668.12534576,"61378.139011484178","Cxa Líq",0.26667506699984,2.1657938821866,"81472.667438456221","47307.107010183507",-0.0814500661019374,NA,"5.5843172968868204E-2","8.2157088292833774E-2","0.30427740240240242","4.4644362309044595E-2","1.4594267341246026E-2","1.8708270136792438E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"Dmed",201803,"Dmed201803","-73875.49523",8425.12741,10537.9694715414,NA,127509.407057083,NA,"Cxa Líq",0.289438961046032,2.19281954278807,NA,NA,-0.0828637137366367,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"Dmed",201806,"Dmed201806","-74523.509279999998",11783.40248,10540.6362092505,NA,128360.036342977,NA,"Cxa Líq",0.33454496517189,2.12647276617646,NA,NA,-0.0757541195087139,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"EBO",201112,"EBO201112","17751.29623",25997.72616,5042.59471527721,"9996",44448.749650647,"24507.129839375666","0.84710975337118999",0.54632567265878,0.804535217757719,NA,"0",0.309680830526375,NA,"0.50126319198754743","7.6181815634175809E-2","0.84766190420303378","0.10586284540996044","-3.5461541589130174E-3","0.0345201471528411"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"EBO",201212,"EBO201212","28879.149629999996",38159.37624,5618.74743547304,"19741",47333.5290210556,"26015.711084369457","0.88747976578689869",0.72003473338952,0.888737836000172,NA,"0",0.530946125761103,NA,"0.92603286408724916","7.666776683605557E-2","0.55234028675485347","0.10678376433881065","-1.5317627234619824E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"EBO",201312,"EBO201312","37121.08064",17018.41687,6722.31596844591,"16462",65143.7195997717,"35826.551556416256","3.6053532298228488",0.33342162438614,0.894182219852752,NA,"23474.896010945871",0.0531088993177675,"0","0.56151398987976298","6.1367865535846652E-2","0.58242256103107359","8.6134145181880714E-2","-1.4216280745774301E-2","3.7220468764970205E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"EBO",201412,"EBO201412","46415.529250000007",9424.85851,7751.02678470592,"5885",70402.3030969892,"38752.743376048682","27.730104853786987",0.163850356661423,1.00846345960861,"107855.72155645516","27189.042566682587",-0.0942244823043164,NA,"0.18594255502727491","6.1528391002976995E-2","0.52421550381817295","8.73057868595047E-2","1.5537093094750709E-3","4.0934484838201834E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"EBO",201512,"EBO201512","6869.9727300000231",59481.18859,8845.71494757331,"3130",75327.6533710489,"41665.849285813922","0.13567509565554411",0.907109072159997,0.845551941254968,"126137.5438211366","31371.088596978203",0.562412604132033,NA,"9.2983726958737259E-2","6.0433789966468983E-2","0.36466821088549739","9.2764306770446045E-2","3.5039317576836648E-2","4.262081868918921E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"EBO",201612,"EBO201612","41732.044550000006",23040.89651,9835.96106081176,"34237",83379.920593594,"46008.415748860556","3.1603368839311852",0.3160299188744,0.821460283173379,"122281.87367203015","37138.14140714964",0.0307263589595064,"0","0.91612580607186311","6.8471008326320637E-2","0.33003221467006516","9.6188033040024407E-2","1.6753647426965612E-2","3.8714678984470341E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"EBO",201703,"EBO201703","40914.76959",15076.60488,9975.94028037929,NA,89020.9426426671,NA,"8.0214585356273833",0.203906073495026,0.172049058609721,NA,NA,-0.0000981903874056215,NA,NA,NA,NA,NA,"7.3893221556704525E-3",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"EBO",201706,"EBO201706","36835.923749999987",23729.81411,10101.9739501726,NA,97447.0278490132,NA,"1.4041499829465258",0.48535986229478,0.805004214936333,NA,NA,0.134563974471969,NA,NA,NA,NA,NA,"7.3893221556704525E-3",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"EBO",201709,"EBO201709","40527.00817999999",38040.59206,10229.3926053482,NA,105965.707398286,NA,"1.4572189971914824",0.501870970492393,0.698723135415286,NA,NA,0.135103130854049,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"EBO",201712,"EBO201712","33640.120090000011",37965.08749,10356.8112605238,"19806",114484.386947559,"56337.97559165227","1.2184795533914539",0.494775644157224,0.872531044595534,"124453.80453057942","40918.571905679804",0.113465178561434,NA,"0.34062291271545475","5.9539462511288541E-2","0.27720159270448508","7.7093587566309574E-2","7.3893221556704525E-3","3.222550040753136E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"EBO",201803,"EBO201803","41853.60139",11613.05869,10389.3260038925,NA,118231.669821332,NA,"1.7160129121381669",0.451808387124229,0.858227952586549,NA,NA,0.0750836010489014,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"EBO",201806,"EBO201806","35150.888329999987",18688.78418,10362.9198803249,NA,119069.665444808,NA,"1.5383854580459195",0.432464874438788,0.887894093810497,NA,NA,0.0559710058939304,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"EDEVP",201112,"EDEVP201112","55620.776519999999",34611.648708,8143.11991940545,"10016",74765.5081996668,"40984.90353656761","2.1013928263352262",0.493329378770233,0.854894342408677,NA,"0",0.134843647718562,NA,"0.29650150137605857","7.791394630239612E-2","0.41394182001146218","7.6054375899560739E-2","3.4659689581952202E-2","2.1922212181414213E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"EDEVP",201212,"EDEVP201212","91028.055069999988",25987.56073,8553.06135135077,"5225",71391.9761047386,"39217.695128247491","5.2211453333426627",0.385868927572432,1.06515480832587,NA,"34025.898881773071",0.158115719134585,NA,"0.16239679151859723","7.713467606220166E-2","0.54372000086875305","7.1504616166948184E-2","4.493299839757392E-2","2.2216612304790884E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"EDEVP",201312,"EDEVP201312","118133.39265355056",20605.2345489,9377.42916373869,"0",71134.7249737098,"39126.666783660381","10.521503410602033",0.294192743914384,0.748726607201592,NA,"36690.407486834876",0.0855165717485315,NA,"0 / +","7.42476853490492E-2","0.50837842999936333","6.7832136241018928E-2","3.5552311065888187E-2","2.1701560890477367E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"EDEVP",201412,"EDEVP201412","17954.949239999987",11700.4386494,10524.072196996,"2481",75653.700393092,"41638.226981281143","15.263057870536706",0.14906303488614,0.848015260227793,"52168.206327049847","39764.876894775822",-0.0422590175505384,"0","7.2937394401765041E-2","6.9971483018124239E-2","0.5660377358490567","6.5011858445979204E-2","5.0896655797864732E-2","2.2844502686466317E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"EDEVP",201512,"EDEVP201512","-1045.4761399999988",26670.1014066,11276.1288399912,"0",81345.757540719,"44867.329768344927","Cxa Líq",0.317086018128554,0.724469055906361,"59835.13019516848","43244.415238219066",0.123028899781657,NA,"0 / +","7.029806965519797E-2","0.61036226033092711","6.501111090837669E-2","4.4480282366631485E-2","2.2280774436797657E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"EDEVP",201612,"EDEVP201612","10066.692950000004",32335.01286,12775.5778242238,"15668",94872.0982695339,"48194.271564422867","0.51467196938904269",0.372094978125027,0.842882038477165,"91701.622164899542","60635.481667190943",0.113730540003533,"0","0.3356625855565899","7.6216347674545243E-2","0.59836846492795048","6.8510587684124838E-2","3.1228291674344488E-2","2.0400394338305539E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"EDEVP",201703,"EDEVP201703","2240.38361999999",291.240382200001,13234.5127673844,NA,98874.2823522692,NA,"Flx Neg",0.00334378670126801,-0.121426901556968,NA,NA,-0.174735306740491,NA,NA,NA,NA,NA,"2.0067573824158247E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"EDEVP",201706,"EDEVP201706","25714.287779999999",19046.01395,13501.7254939144,NA,101329.560296614,NA,"0.99112544255942181",0.449902805724907,0.925765914957646,NA,NA,0.146716538825739,NA,NA,NA,NA,NA,"2.0067573824158247E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"EDEVP",201709,"EDEVP201709",NA,23120.718353,13590.6275078954,NA,102366.345493918,NA,NA,0.261626364116366,0.625852304792477,NA,NA,0.0434792651964914,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"EDEVP",201712,"EDEVP201712","0",0,7113.20951001577,"12833.74037",102732.356871612,"49963.120262618591","Flx Neg",0,0,"92645.637300321119","59560.827588139859",-0.0977628384123607,NA,"0.24320496551986773","6.6358659919288784E-2",NA,"7.045944902352233E-2","2.0067573824158247E-2","1.7761700492328281E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"EDEVP",201803,"EDEVP201803","0",0,3796.16880586334,NA,103767.114183076,NA,"Ebitda Neg",-0.66737676248868,0.452326575397615,NA,NA,-0.219667673365237,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"EDEVP",201806,"EDEVP201806",NA,0,442.272093886991,NA,104813.368798001,NA,NA,-3.8848791036016,-11.6593049134684,NA,NA,-0.190514913420252,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"EDP ES",201112,"EDP ES201112","627917.65651999996",306676.52932,105900.014470622,"140299",1332761.20252977,"734024.92787479085","3.1274457423023931",0.516651209673607,1.06670693925498,NA,"0",-0.0214687090867037,NA,"0.23432520449983837","0.12793185442773056","0.82227849558286081","0.11580293295645545","4.8113417761659338E-2","3.7654256930356844E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"EDP ES",201212,"EDP ES201212","587843.16405999986",339037.52455,114763.596542281,"119846",1418871.137033,"783082.41285967536","2.6210945216947703",0.527143253844983,1.0670061020393,NA,"0",-0.00794896417046318,NA,"0.18849972552726252","0.13679153059232407","0.83081056490034877","0.1098236663274271","4.5997567089637537E-2","3.8914080481166735E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"EDP ES",201312,"EDP ES201312","531461.04964999994",261203.99265,124312.438516669,"38099",1501530.58517157,"827622.31513968715","3.882350909190222",0.395477065470933,1.42671833492262,"449261.00485314603","0",-0.0511305952590655,NA,"5.6534400443249228E-2","0.13166873836454285","0.82000000000000006","0.10694973462762052","4.6405483259781333E-2","3.6814352184840748E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"EDP ES",201412,"EDP ES201412","522322.95700000017",281931.9411,136209.182157802,"34764",1607099.40199427,"883941.66566863155","3.5843608835815663",0.421597866704941,1.00908929228881,"488827.7452915145","396512.87581065018",-0.0180200798974039,NA,"4.8072499613480917E-2","0.13682454309674419","0.8980068740804279","0.10339304569775123","8.0288983990012719E-2","3.7659161482144876E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"EDP ES",201512,"EDP ES201512","791605.36419000034",316849.81584,150799.181099952,"0",1731990.00703017,"952569.71334033215","4.7672528649424049",0.428178432836112,1.01674981551333,"535063.08516952873","435832.16568383056",-0.0065167375062794,NA,"0 / +","0.13495472525392244","0.74956092413221276","0.10081519455077495","4.5104666274223604E-2","3.5900128922514263E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"EDP ES",201612,"EDP ES201612","1225783.1921099997",280535.41407,168147.110554366,"111673",1907681.06330329,"998804.44671764458","10.906679376466329",0.34364681339519,1.05812113247228,"622202.5788786069","495447.01605262246",-0.0479051977807951,NA,"0.12286926295839726","0.1387887921444535","0.79738562091503273","0.10648041179034402","1.3404016796387586E-2","3.3668734307586545E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"EDP ES",201703,"EDP ES201703","1298619.30767",100581.15002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.3657108439018906E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"EDP ES",201706,"EDP ES201706","1342913.7419699999",173928.55222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.3657108439018906E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"EDP ES",201712,"EDP ES201712","1635898.3640100001",372863.27201,175927.432912819,"191090",2037048.66536491,"992259.8508225783","8.3126539858173452",0.442414797610626,1.15327055838669,"724523.35460330185","532035.9103982728",-0.0286160620298219,NA,"0.18289820616399652","0.12968402398134801","0.76712650448958797","0.11617932776979346","-1.3657108439018906E-2","2.9078295113040387E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"EDP ES",201803,"EDP ES201803","1688141.84139",87999.01225,173314.5246447,NA,2050522.63575123,NA,"9.4697572128860887",0.423430390674569,1.21692021433434,NA,NA,-0.0355501481263164,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"EDP ES",201806,"EDP ES201806","1772264.8762300001",149623.18347,170672.58406249,NA,2064146.31691962,NA,"9.9768874202582509",0.425794873037931,1.238237908225,NA,NA,-0.0305655576223164,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"EDP SP",201112,"EDP SP201112","624199.54848",449548.38689,148329.573735787,"263604",1441661.15103738,"795751.06681229617","2.0722462250737075",0.591427211717187,1.06326405416574,NA,"572010.75356300268",0.0506461833940524,NA,"0.408112532127829","0.10278218319415051","0.88137559008678867","9.4378906946554417E-2","2.8393873608583586E-2","2.5161739018610296E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"EDP SP",201212,"EDP SP201212","593114.20244000014",322347.74961,144590.201516792,"53750",1564184.14283249,"860570.46654124255","3.3366470723876063",0.487351064274317,1.0573883982796,NA,"614373.07260367973",0.0121107681279791,NA,"7.6391351975017036E-2","0.10224507441034771","0.8523780631678296","9.1181855352581609E-2","2.1578962095025966E-2","2.703680755361515E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"EDP SP",201312,"EDP SP201312","251766.14488999988",270001.50086,162249.613447575,"-50181",1644124.34296438,"905672.33313747472","2.3365358225824369",0.36456265361618,1.27874543527955,NA,"650736.84188930027",-0.0451515404700047,NA,"- / +","9.8647698109154386E-2","0.77124750606845693","8.6433938168673216E-2","2.6244678469200533E-2","2.9774238420627652E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"EDP SP",201412,"EDP SP201412","293587.12502000015",341109.16804,175538.897093169,"225000",1743336.53552679,"959884.57392291934","1.7731874408436421",0.425976281069968,1.04798884968611,"599485.89589837135","686538.24077206",-0.00695016330621114,NA,"0.28719055031706364","9.4757415943185583E-2","0.77277421027411919","8.2620478939017722E-2","3.7301874903518106E-2","3.0803416640406756E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"EDP SP",201512,"EDP SP201512","235490.65954999998",427132.9424,181748.153851086,"172750",1806995.5728979,"973993.09389257163","0.95967912657739218",0.505430331405901,0.994200754132022,"505362.09184856643","723847.4615714706",0.020216909989071,NA,"0.20738233601210587","8.969179971189585E-2","0.78121335473012632","7.9903618264856674E-2","1.0448401237890481E-2","3.4435580548931366E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"EDP SP",201612,"EDP SP201612","841139.67131999996",249332.43795,163536.28579386,"239374",1707517.96992644,"831655.24708355649","9.8039323463972057",0.299423600771782,1.15048392735123,"673473.9435585246","773770.65752976888",-0.0607852949830351,NA,"0.27330081958852714","8.8896767100815954E-2","0.8690409358622817","7.8263240986068086E-2","1.4458073481038891E-2","3.1479634208786855E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"EDP SP",201703,"EDP SP201703","897366.00867",97520.39137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.183701354851463E-3",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"EDP SP",201706,"EDP SP201706","856750.84169999999",195368.18802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.183701354851463E-3",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"EDP SP",201712,"EDP SP201712","1081658.9553299998",395766.14005,168514.409545783,"55888",1826855.49481443,"886101.53921001183","4.7629349354630328",0.460371989596314,1.06689214203424,"808550.89682744979","775849.0203929171",0.013810957642204,NA,"5.940766941988871E-2","8.7339232813165191E-2","0.84250341898797965","7.6471829034747432E-2","1.183701354851463E-3","2.8046100236004401E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"EDP SP",201803,"EDP SP201803","1227832.87181",116091.32764,167392.782437595,NA,1838232.13751299,NA,"5.1438620432061359",0.47548244630151,1.08326499063499,NA,NA,0.0190687207030254,"0",NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"EDP SP",201806,"EDP SP201806","1070392.7962799999",208659.88039,166258.692805982,NA,1849735.18735264,NA,"4.4096697613710703",0.481891949247253,1.07545443396248,NA,NA,0.0204576546466966,"0",NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"EEB",201112,"EEB201112","206406.30981000001",25807.47937,7268.61465225901,"0",98186.5517887995,"53823.834687317518","11.133708182922174",0.431174070544053,1.08955920623354,NA,"0",-0.0153994751945426,NA,"0 / +","4.8245284422583884E-2","0.78223073341166094","4.9100000000033374E-2","4.811822998834181E-2","3.7789146090797754E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"EEB",201212,"EEB201212","221722.89321000001",28476.0845558,8869.00095766237,"204",92351.9893281524,"50730.699837671949","11.308305597833039",0.470404941997196,1.17611754454101,NA,"31196.7605693326",0.104717355173717,NA,"4.9013378128675818E-3","5.252132404033525E-2","1.0173362538732771","4.9459216095758977E-2","4.4218125439812628E-2","3.6285288032402718E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"EEB",201312,"EEB201312","267653.25524715317",2909.8201852,10298.753041441,"0",91146.15500268,"50133.675736002981","Flx Neg",0.0457350380800366,0.978801023557609,NA,"35438.677312599546",-0.158559789941868,NA,"0 / +","4.9845631743952713E-2","0.95416966021304717","4.981843219147955E-2","4.3372017249498684E-2","3.4493804711655418E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"EEB",201412,"EEB201412","180113.50057999999",16111.8570949,11890.0484686695,"0",96936.3964660516,"53351.781311803126","42.662639765558637",0.219620718674431,0.933303400196283,"62477.355852625587","41416.762375507264",-0.0328572925674803,NA,"0 / +","5.2080357963248905E-2","0.8210110435963458","5.0177648287201101E-2","5.4832420207260535E-2","3.4803496856242067E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"EEB",201512,"EEB201512","123623.29210000002",31291.486959,13049.5055725784,"28549",104229.727862967,"57489.286633684635","6.7768566079131682",0.388751960988263,0.80254339799182,"78359.63279216105","47886.43866357582",0.0898144424800145,"0","0.61079868416206018","5.1093766262934687E-2","1.113830727480954","5.017764828720149E-2","2.2517526651805175E-2","3.4632858533350186E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"EEB",201612,"EEB201612","90164.435589999979",27408.31376,13437.0792622062,"-46359",128532.360834468,"65151.262327526194","6.4535768549470465",0.328627761316964,0.963786989185367,"107741.80195074796","66434.450996704138",0.00204395598713774,"0","- / +","5.1491029750775075E-2","0.89296545373646863","5.1117325343358382E-2","1.2624845720498934E-2","3.3558455171320833E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"EEB",201703,"EEB201703","89471.58092",-3579.1958129,13420.8410291939,NA,136330.210955255,NA,"Ebitda Neg",-0.0428651579248653,-0.0799359234929718,NA,NA,-0.193338259396422,NA,NA,NA,NA,NA,"1.7468723216607751E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"EEB",201706,"EEB201706","90411.472409999973",20867.64123,13636.7764670873,NA,140724.534482498,NA,"3.4510846096893655",0.471348567834376,0.992389868959749,NA,NA,0.0638456904453366,NA,NA,NA,NA,NA,"1.7468723216607751E-2",NA
